word,rendered,uploaded
everyone,False,False
never,False,False
sit,False,False
hook,False,False
amaze,False,False
ritual,False,False
lease,False,False
devil,False,False
van,False,False
uh-uh,False,False
device,False,False
entertain,False,False
wife,False,False
bust,False,False
documentary,False,False
gentle,False,False
negative,False,False
discuss,False,False
fame,False,False
patient,False,False
skirt,False,False
and,False,False
grease,False,False
cost,False,False
offense,False,False
yikes,False,False
bookstore,False,False
overcome,False,False
twelve,False,False
false,False,False
manipulate,False,False
someplace,False,False
electric,False,False
toll,False,False
effect,False,False
meaningless,False,False
beard,False,False
basketball,False,False
danger,False,False
fitness,False,False
what,False,False
picnic,False,False
delivery,False,False
proposal,False,False
view,False,False
period,False,False
compromise,False,False
trainer,False,False
mention,False,False
blonde,False,False
theater,False,False
faith,False,False
sacrifice,False,False
most,False,False
urine,False,False
laptop,False,False
yes,False,False
financial,False,False
gosh,False,False
invisible,False,False
sure,False,False
acting,False,False
slowly,False,False
conscience,False,False
boyfriend,False,False
try,False,False
lovely,False,False
medical,False,False
license,False,False
tax,False,False
assistance,False,False
rabbit,False,False
current,False,False
greedy,False,False
cowboy,False,False
oven,False,False
accountant,False,False
trailer,False,False
locate,False,False
child,False,False
mass,False,False
meteor,False,False
wardrobe,False,False
panic,False,False
thirty-one,False,False
human,False,False
star,False,False
slightly,False,False
opener,False,False
once,False,False
kosher,False,False
quite,False,False
angle,False,False
road,False,False
facial,False,False
release,False,False
entirely,False,False
memorize,False,False
feeling,False,False
blade,False,False
out,False,False
practical,False,False
frankly,False,False
jazz,False,False
determine,False,False
good-looking,False,False
triangle,False,False
beach,False,False
door,False,False
gorgeous,False,False
demon,False,False
pack,False,False
talented,False,False
hooray,False,False
apply,False,False
grief,False,False
modern,False,False
prison,False,False
role,False,False
fortune,False,False
kind,False,False
mermaid,False,False
pilot,False,False
dial,False,False
filthy,False,False
age,False,False
information,False,False
sing,False,False
react,False,False
host,False,False
cruise,False,False
resident,False,False
nacho,False,False
snap,False,False
principal,False,False
critical,False,False
place,False,False
by,False,False
alien,False,False
grind,False,False
mentor,False,False
custody,False,False
route,False,False
claw,False,False
shampoo,False,False
transfer,False,False
ha,False,False
cheek,False,False
abort,False,False
pimp,False,False
swim,False,False
hysterical,False,False
vacation,False,False
handsome,False,False
apology,False,False
suffer,False,False
accuse,False,False
demonstrate,False,False
obligation,False,False
pronounce,False,False
ha-ha,False,False
subscription,False,False
fact,False,False
grandfather,False,False
two thousand,False,False
claim,False,False
wizard,False,False
rip-off,False,False
strict,False,False
sidewalk,False,False
one hundred fifty,False,False
beat,False,False
sport,False,False
corpse,False,False
bah,False,False
heart,False,False
affect,False,False
relax,False,False
world,False,False
newspaper,False,False
philosophy,False,False
collect,False,False
mailman,False,False
among,False,False
spit,False,False
drown,False,False
shadow,False,False
poorly,False,False
prince,False,False
stat,False,False
church,False,False
mannequin,False,False
various,False,False
helmet,False,False
mole,False,False
shopping,False,False
piggy,False,False
assembly,False,False
juicy,False,False
I,False,False
runway,False,False
harsh,False,False
nickname,False,False
loss,False,False
pilgrim,False,False
fee,False,False
whoops,False,False
9-1-1,False,False
slippery,False,False
cone,False,False
waist,False,False
gate,False,False
rent,False,False
blowjob,False,False
bye,False,False
series,False,False
psych,False,False
burn,False,False
basket,False,False
simulation,False,False
advanced,False,False
appear,False,False
puppy,False,False
quantum,False,False
nah,False,False
obnoxious,False,False
prescription,False,False
bun,False,False
cafe,False,False
hose,False,False
trick,False,False
volcano,False,False
skull,False,False
bus,False,False
patience,False,False
qualify,False,False
castle,False,False
commercial,False,False
nephew,False,False
obsess,False,False
quarterback,False,False
completely,False,False
slow,False,False
ham,False,False
originally,False,False
diaper,False,False
umbrella,False,False
pea,False,False
snow,False,False
regard,False,False
ex-husband,False,False
sweat,False,False
uh-huh,False,False
fluffy,False,False
courthouse,False,False
twenty-four,False,False
outrage,False,False
camera,False,False
burst,False,False
core,False,False
nuclear,False,False
banker,False,False
despite,False,False
spare,False,False
convert,False,False
lunch,False,False
father-in-law,False,False
airline,False,False
letter,False,False
individual,False,False
spank,False,False
bite,False,False
seminar,False,False
press,False,False
crappy,False,False
needy,False,False
plane,False,False
bird,False,False
kiss,False,False
knit,False,False
vagina,False,False
drunk,False,False
swipe,False,False
county,False,False
smack,False,False
atom,False,False
united,False,False
hostage,False,False
gravity,False,False
immature,False,False
string,False,False
bad,False,False
starter,False,False
short,False,False
update,False,False
initiate,False,False
shoe,False,False
irrelevant,False,False
prostitute,False,False
tolerate,False,False
importance,False,False
grown-up,False,False
stunning,False,False
split,False,False
book,False,False
inspiration,False,False
wrestle,False,False
easy,False,False
tease,False,False
sake,False,False
heat,False,False
shenanigan,False,False
jeans,False,False
insane,False,False
lower,False,False
premiere,False,False
humble,False,False
event,False,False
errand,False,False
amazing,False,False
busy,False,False
say,False,False
publish,False,False
off,False,False
coincidence,False,False
last,False,False
storage,False,False
free,False,False
thirty-six,False,False
relieve,False,False
commander,False,False
ew,False,False
halftime,False,False
furious,False,False
lap,False,False
her,False,False
musician,False,False
bedroom,False,False
pledge,False,False
applause,False,False
under,False,False
may,False,False
hard,False,False
x-ray,False,False
young,False,False
sack,False,False
send,False,False
like,False,False
shit,False,False
horribly,False,False
dive,False,False
cereal,False,False
liquor,False,False
dismiss,False,False
player,False,False
marry,False,False
animate,False,False
alcohol,False,False
puffy,False,False
relief,False,False
circle,False,False
access,False,False
cheat,False,False
fail,False,False
generous,False,False
protocol,False,False
dip,False,False
drunken,False,False
sex,False,False
lava,False,False
recital,False,False
monitor,False,False
league,False,False
moron,False,False
shine,False,False
differently,False,False
air,False,False
plain,False,False
building,False,False
robe,False,False
rusty,False,False
detector,False,False
above,False,False
driving,False,False
different,False,False
search,False,False
drama,False,False
vodka,False,False
immediately,False,False
murderer,False,False
column,False,False
glad,False,False
bikini,False,False
trash,False,False
candy,False,False
trip,False,False
helicopter,False,False
third,False,False
strip,False,False
toad,False,False
physically,False,False
physical,False,False
galaxy,False,False
company,False,False
nicely,False,False
explain,False,False
warn,False,False
biggie,False,False
full,False,False
squirrel,False,False
working,False,False
fort,False,False
we,False,False
correction,False,False
sick,False,False
tumor,False,False
yet,False,False
psst,False,False
nearly,False,False
ingredient,False,False
into,False,False
pleasant,False,False
clever,False,False
inform,False,False
campaign,False,False
occasionally,False,False
worth,False,False
reunion,False,False
dinner,False,False
hunt,False,False
rug,False,False
chef,False,False
blazer,False,False
foot,False,False
jackpot,False,False
finish,False,False
distance,False,False
weird,False,False
thirteen,False,False
priest,False,False
issue,False,False
behave,False,False
suspect,False,False
customer,False,False
siren,False,False
fry,False,False
naked,False,False
curly,False,False
herpes,False,False
tin,False,False
quietly,False,False
time,False,False
capital,False,False
adopt,False,False
spine,False,False
fifth,False,False
play,False,False
meaning,False,False
routine,False,False
distract,False,False
recognize,False,False
band,False,False
sofa,False,False
surgeon,False,False
urgent,False,False
imagine,False,False
sensitive,False,False
ultimate,False,False
eliminate,False,False
psychology,False,False
celebration,False,False
non,False,False
bass,False,False
sorry,False,False
highly,False,False
theme,False,False
improv,False,False
region,False,False
rest,False,False
Mr,False,False
weakness,False,False
sense,False,False
direct,False,False
half-hour,False,False
kit,False,False
corporate,False,False
download,False,False
frozen,False,False
hotel,False,False
duh,False,False
waiter,False,False
butter,False,False
nineteen,False,False
oatmeal,False,False
nose,False,False
lie,False,False
colleague,False,False
wax,False,False
hill,False,False
error,False,False
tow,False,False
butt,False,False
nag,False,False
silver,False,False
debate,False,False
sell,False,False
stay,False,False
coconut,False,False
scene,False,False
penny,False,False
syndrome,False,False
governor,False,False
totally,False,False
enter,False,False
struggle,False,False
supervisor,False,False
depressed,False,False
applaud,False,False
file,False,False
hamster,False,False
interrupt,False,False
layer,False,False
painful,False,False
cripple,False,False
yoga,False,False
assume,False,False
taco,False,False
casting,False,False
ride,False,False
infinite,False,False
tractor,False,False
aid,False,False
nude,False,False
classmate,False,False
roll,False,False
shut,False,False
irony,False,False
weed,False,False
act,False,False
precisely,False,False
pause,False,False
unit,False,False
guilt,False,False
legally,False,False
barely,False,False
advice,False,False
awful,False,False
merely,False,False
deadline,False,False
center,False,False
brakes,False,False
discussion,False,False
altar,False,False
carrot,False,False
stretch,False,False
maple,False,False
club,False,False
cultural,False,False
promote,False,False
aunt,False,False
eye,True,True
crazy,True,True
powered,True,True
interview,True,True
woman,True,True
schedule,True,True
responsive,True,True
cloud,True,True
launch,True,True
coaster,True,True
melt,True,True
earth,True,True
momentum,True,True
exponential,True,True
hike,True,True
hello,True,True
wild,True,True
margin,True,True
autumn,True,True
civilization,True,True
love,True,True
environment,True,True
fashion,True,True
backup,True,True
team,True,True
factor,True,True
lunar,True,True
entropy,True,True
leverage,True,True
sustainable,True,True
paper,True,True
fast,True,True
kale,True,True
algorithm,True,True
emotion,True,True
flower,True,True
pioneer,True,True
intelligence,True,True
retention,True,True
media,True,True
banana,True,True
driven,True,True
logistics,True,True
desk,True,True
experiment,True,True
analytics,True,True
dynamic,True,True
diary,True,True
tablet,True,True
opportunity,True,True
flow,True,True
linear,True,True
cream,True,True
glasses,True,True
pencil,True,True
pin,True,True
pig,True,True
success,True,True
corn,True,True
network,True,True
leaf,True,True
discover,True,True
real,True,True
mould,True,True
ethical,True,True
symbol,True,True
skin,True,True
will,True,True
video,True,True
sheep,True,True
language,True,True
spike,True,True
sound,True,True
life,True,True
mammal,True,True
skeleton,True,True
taste,True,True
metal,True,True
grim,True,True
hole,True,True
acute,True,True
bend,True,True
digital,True,True
look,True,True
jigsaw,True,True
happy,True,True
bright,True,True
cut,True,True
civilisation,True,True
peel,True,True
software,True,True
virus,True,True
wander,True,True
ability,True,True
fat,True,True
benchmark,True,True
discovery,True,True
insult,True,True
orchid,True,True
pasta,True,True
transport,True,True
health,True,True
obey,True,True
game,True,True
bowl,True,True
art,True,True
ocean,True,True
sunshine,True,True
leadership,True,True
squeeze,True,True
value,True,True
laminar,True,True
agile,True,True
tie,True,True
paradox,True,True
tree,True,True
growing,True,True
car,True,True
drink,True,True
platform,True,True
winter,True,True
pale,True,True
engage,True,True
black,True,True
graduate,True,True
lid,True,True
storm,True,True
investment,True,True
unique,True,True
olive,True,True
phone,True,True
buzzword,True,True
onlooker,True,True
television,True,True
airport,True,True
pickle,True,True
technology,True,True
adventure,True,True
hair,True,True
flexible,True,True
power,True,True
marketing,True,True
good,True,True
innovation,True,True
travel,True,True
charge,True,True
fruit,True,True
table,True,True
bandage,True,True
hotspring,True,True
cow,True,True
transparent,True,True
honest,True,True
wheel,True,True
pipe,True,True
streamline,True,True
acquitted,True,True
message,True,True
scalable,True,True
card,True,True
summer,True,True
key,True,True
crisis,True,True
exciting,True,True
comment,True,True
liquid,True,True
mail,True,True
disrupt,True,True
natural,True,True
diversity,True,True
light,True,True
preserve,True,True
earthquake,True,True
creative,True,True
tennis,True,True
culture,True,True
terminal,True,True
eat,True,True
level,True,True
version,True,True
green,True,True
coffee,True,True
planet,True,True
draw,True,True
volume,True,True
vanilla,True,True
objective,True,True
geology,True,True
politics,True,True
food,True,True
supply,True,True
tea,True,True
ring,True,True
chain,True,True
impact,True,True
growth,True,True
data,True,True
quarantine,True,True
quality,True,True
tone,True,True
chicken,True,True
goat,True,True
computer,True,True
explore,True,True
concept,True,True
sleep,True,True
square,True,True
interest,True,True
school,True,True
global,True,True
purse,True,True
puzzle,True,True
super,True,True
branch,True,True
man,True,True
break,True,True
spring,True,True
backpack,True,True
glow,True,True
sun,True,True
bicycle,True,True
fine,True,True
drive,True,True
proactive,True,True
unicorn,True,True
pandemic,True,True
